VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
20567771,100.0,Junagadh Branch,N,50000.0,16.0,Y,24.22145,500000.0,HDFC BANK,jetpur,Rajkot - Rajkumar College,Tier III,30.0,B Com,Male,400000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-21,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,500000.0,West,1
20783359,100.0,Noida - Sec - 18,N,30000.0,5.0,N,23.03005,300000.0,HDFC BANK,noida,Noida - Sec - 18,Tier II,21.0,Graduation,Male,300000.0,Sales,Single,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-01-10,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,600000.0,North 1,0
20315393,0.317,Cuttack - Royal Tower,N,20000.0,39.0,N,25.5102,140000.0,HDFC BANK,Cuttack,Cuttack - Royal Tower,Tier II,47.0,Under Matric (Class l to lX),Male,350000.0,Retail,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-12-04,0,Resident Indian,10.0,1,N,Odisha,HDFC BANK,280000.0,East,0
21001399,69.67,Chennai - T Nagar,N,119617.0,49.0,Y,26.37024000000001,513246.0,Ex-HDFC,coimbatore,Chennai - T. Nagar,Tier II,53.0,Diploma,Female,900000.0,Automobiles,Married,Indian,Self employed/ Business,Non Par,HDFC SECURITIES LIMITED,Journal Entry,Savings,Annual,HDFC Life Sanchay,2018-12-26,0,Resident Indian,15.0,0,N,Tamil Nadu,HDFC Sec,513246.0,South 1,1
20335367,1,Yavatmal - SBI Square,N,50000.0,32.0,Y,23.71184,717000.0,HDFC BANK,Arni,Yavatmal - Sbi Square,Tier III,59.0,Graduation,Male,300000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-04-23,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,500000.0,West,1
20922789,71.45,Hoshiarpur - Eminent Mall,N,25000.0,26.0,Y,22.49135,500000.0,HDFC BANK,kapurthala,Hoshiarpur - Eminent Mall,Tier III,43.0,S S C,Male,400000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-11-29,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,250000.0,North 1,1
20193381,1,Jodhpur - PWD Colony,N,25000.0,34.0,N,23.1405,500000.0,HDFC BANK,Jalor,Pali,Tier III,31.0,B Com,Male,300000.0,Hospital,Married,Indian,Salaried,UL,HDFC BANK,DD,Childrens Plan,Annual,HDFC YOUNGSTAR SUPER PREMIUM,2018-03-15,0,Resident Indian,10.0,1,N,Rajasthan,HDFC BANK,550000.0,North 2,1
20537312,78.28,Delhi - Nehru Place,N,12000.0,25.0,N,22.26563,57564.0,Other Banks & CA,rajpura,Delhi - Asaf Ali Road,Tier III,33.0,B A,Female,700000.0,Agriculture,Married,Indian,Agriculture,Par,RBL Bank Ltd,Online Credit/Debit Card/Teles Sales,Savings,Annual,HDFC Life ClassicAssure Plus,2018-05-07,0,Resident Indian,10.0,1,N,Punjab,Ratnakar Bank,57565.0,North 1,1
20076784,1,Coimbatore - R. S. Puram,N,50000.0,29.0,Y,22.58271,500000.0,HDFC BANK,Coimbatore,Coimbatore - R.S. Puram,Tier II,47.0,Graduation,Male,800000.0,Jewellery,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-02-13,0,Resident Indian,10.0,1,N,Tamil Nadu,HDFC BANK,1000000.0,South 1,1
20482793,83.17,Hoshiarpur - Eminent Mall,N,25000.0,35.0,Y,25.95156,250000.0,HDFC BANK,hoshiarpur,Hoshiarpur - Eminent Mall,Tier III,37.0,B A,Male,300000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-03-05,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,500000.0,North 1,1
20426323,62.85,Jaipur-Tonk Road,N,53000.0,35.0,Y,23.5102,2100000.0,Ex-HDFC,jaipur,Jaipur-Tonk Road,Tier II,28.0,B A,Male,600000.0,Garments,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,Cheque,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-05-31,0,Resident Indian,15.0,1,N,Rajasthan,HDFC Sales,4200000.0,North 2,1
20898512,77.78,Vadodara - Kalaghoda,N,24000.0,41.0,N,22.03857,240000.0,HDFC BANK,vadodara,Vadodara - Karelibaug,Tier II,28.0,ITI,Male,300000.0,Chemical,Married,Indian,Salaried,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-11-23,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,240000.0,West,0
20845208,85.03,Madurai - Kalavasal,N,75000.0,63.0,Y,25.39063,1742773.0,Ex-HDFC,madurai,Madurai - Thallakulam,Tier II,35.0,MBA,Female,550000.0,Sales And Marketing,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-10-31,0,Resident Indian,10.0,1,N,Tamil Nadu,HDFC Sales,3000000.0,South 1,1
20183307,0.5299,Kota - Shopping Centre,N,50000.0,77.0,Y,22.77319,500000.0,HDFC BANK,Kota,Kota - Shopping Centre,Tier III,38.0,Under Matric (Class l to lX),Male,500000.0,Brick Manufacturing,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Monthly Premium,HDFC Life ProGrowth Plus,2018-12-03,0,Resident Indian,10.0,0,N,Rajasthan,HDFC BANK,500000.0,North 2,1
20962903,83.94,Amritsar Branch,N,100000.0,50.0,Y,26.21882,700000.0,HDFC BANK,amritsar,Amritsar - Mall Road,Tier II,52.0,B A,Male,7500000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-14,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,700000.0,North 1,1
20880442,100.0,Rourkela - Uditnagar,N,98000.0,20.0,N,23.87511,980000.0,HDFC BANK,mumbai,Rourkela - Power House,Tier I,34.0,MCA,Female,1000000.0,Software,Single,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-11-13,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,1960000.0,East,1
20071588,0.8314,Rewari - Brass Market,N,100000.0,35.0,Y,21.67126,700000.0,HDFC BANK,Jhajjar,Gurgaon Mg Road 08-09 Sec15,Tier III,51.0,Under Matric (Class l to lX),Female,400000.0,Government Sector,Widow,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-07-02,0,Resident Indian,10.0,0,N,Haryana,HDFC BANK,700000.0,North 1,1
20830612,58.77,Bareilly - Chopla Road,N,25000.0,41.0,N,26.06168,250000.0,HDFC BANK,kheri,Bareilly - Chopla Road,Tier III,47.0,B A,Male,250000.0,Transport,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC SL ProGrowth Super II,2018-10-25,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,500000.0,North 2,0
20856188,79.5,Nagpur - Central Avenue,N,25000.0,35.0,N,23.52941,250000.0,HDFC BANK,nagpur,Nagpur - Central Avenue,Tier II,59.0,Graduation,Male,400000.0,Sales And Marketing,Married,Indian,Salaried,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life Sampoorn Nivesh,2018-05-11,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,250000.0,West,0
20549293,100.0,Vadodara - Kalaghoda,N,50000.0,88.0,N,27.34375,500000.0,HDFC BANK,vadodara,Vadodara - Gotri Road,Tier II,40.0,Graduation,Female,1000000.0,Software,Married,Indian,Salaried,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-07-16,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,500000.0,West,0
20986675,100.0,Raipur - Pachpedi Naka,N,25000.0,23.0,N,24.4646,250000.0,HDFC BANK,kanker,Raipur - Pachpedi Naka,Tier III,35.0,Under Matric (Class l to lX),Male,300000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-12-21,0,Resident Indian,10.0,0,N,Chattisgarh,HDFC BANK,250000.0,East,0
20006346,0.9545,Mumbai - Bandra Kurla Complex,N,60000.0,101.0,Y,22.20633,600000.0,Brokers & Small CA,Mumbai,Mumbai - Bkc,Tier I,61.0,Graduation,Female,400000.0,Service,Married,Indian,Salaried,UL,Integrated Insurance Broking S,Cheque,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-01-22,0,Resident Indian,10.0,0,N,Maharashtra,Brokers,600000.0,West,1
20467821,96.0,Delhi - Asaf Ali Road,N,50000.0,19.0,Y,23.05456,500000.0,HDFC BANK,delhi,Delhi - Paschim Vihar,Tier I,24.0,Graduation,Male,400000.0,Service,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-06-15,0,Resident Indian,10.0,0,N,Delhi,HDFC BANK,500000.0,North 1,1
20053881,-,Mumbai - Borivali Sales Hub,N,92000.0,25.0,Y,25.79592,3200000.0,Ex-HDFC,Thane,Mumbai - Goregaon Branch,Tier I,43.0,B A,Male,1300000.0,Service,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Halfyearly Premium,HDFC SL ProGrowth - Flexi,2018-05-02,0,Resident Indian,15.0,1,N,Maharashtra,HDFC Sales,6400000.0,West,1
20661118,83.2,Mumbai - Vasai,N,25000.0,37.0,Y,24.4646,250000.0,HDFC BANK,thane,Mumbai - Vasai,Tier I,31.0,B A,Male,300000.0,Clothes,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-08-25,0,Resident Indian,10.0,1,N,Maharashtra,HDFC BANK,500000.0,West,1
20507371,90.33,Kolkata - Gariahat,N,25000.0,33.0,Y,24.242420000000006,400000.0,HDFC BANK,howrah,Kolkata - Menaka Estate,Tier III,28.0,B Tech,Female,600000.0,Teaching,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-06-29,0,Resident Indian,10.0,0,N,West Bengal,HDFC BANK,250000.0,East,1
20302736,0.6313,Moga - State Bank of Patiala,N,35000.0,44.0,N,22.7244,350000.0,HDFC BANK,Zira,Faridkot - Circular Road,Tier III,22.0,B A,Male,500000.0,Agriculture,Single,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-06-04,0,Resident Indian,15.0,0,N,Punjab,HDFC BANK,350000.0,North 1,0
19936285,0.8366,Jamnagar - Manek Center,N,200000.0,56.0,Y,18.44255,2000000.0,HDFC BANK,Jamnagar,Jamnagar - Manek Center,Tier II,25.0,CA,Female,600000.0,Business,Single,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2017-12-28,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,4000000.0,West,1
20415299,74.97,Jalgaon - Patel Plaza,N,30000.0,26.0,N,20.06173,300000.0,HDFC BANK,jalgaon,Jalgaon - Patel Plaza,Tier III,34.0,S S C,Male,550000.0,Fertilizer,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-17,0,Resident Indian,16.0,1,N,Maharashtra,HDFC BANK,600000.0,West,0
20500305,95.83,Bangalore - M.G. Road,N,30000.0,27.0,N,27.63605,300000.0,HDFC BANK,bangalore,Bangalore - M.G. Road,Tier I,39.0,S S C,Male,2500000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-06-26,0,Resident Indian,10.0,0,N,Karnataka,HDFC BANK,300000.0,South 2,0
20799921,52.95,Sehore - Rajdeep Complex,N,47802.0,23.0,N,23.83673,849156.0,Other Banks & CA,sehore,Bhopal - M.P. Nagar,Tier III,35.0,Post Graduation,Male,800000.0,Medical,Married,Indian,Self employed/ Business,Non Par,RBL Bank Ltd,DD,Savings,Annual,HDFC Life Sanchay,2018-12-10,0,Resident Indian,20.0,1,N,Madhya Pradesh,Ratnakar Bank,424578.0,East,0
20924981,100.0,Dhanbad - Shastri Nagar,N,50000.0,1.0,Y,23.03005,500000.0,HDFC BANK,dhanbad,Dhanbad - Shastri Nagar,Tier II,37.0,S S C,Male,600000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-01-12,0,Resident Indian,10.0,1,N,Jharkhand,HDFC BANK,1000000.0,East,1
20361439,83.5,Lucknow - Hazratganj,N,60000.0,30.0,N,22.09317,600000.0,HDFC BANK,sultanpur,Varanasi - Arihant Complex,Tier III,45.0,B A,Male,550000.0,Transport,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-04-05,0,Resident Indian,15.0,1,N,Uttar Pradesh,HDFC BANK,1200000.0,North 2,1
21022180,92.27,Chennai - T Nagar,N,100000.0,45.0,N,37.87401,1000000.0,Brokers & Small CA,kanchipuram,Chennai - T. Nagar,Tier III,32.0,MCA,Male,800000.0,IT Industry,Married,Indian,Salaried,UL,Integrated Insurance Broking S,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-12-31,0,Resident Indian,10.0,0,N,Tamil Nadu,Brokers,1000000.0,South 1,1
20313612,-,Dehradun - NCR Plaza,N,150000.0,26.0,Y,24.80159,1500000.0,Ex-HDFC,Dehradun,Dehradun Ncr Plaza,Tier II,56.0,S S C,Male,800000.0,Central Government,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-12-04,0,Resident Indian,15.0,1,N,Uttarakhand,HDFC Sales,3000000.0,North 2,1
20840916,100,Bhuj - RTO Circle,N,25000.0,41.0,Y,21.71807,250000.0,HDFC BANK,bhujodi,Bhuj - Rto Circle,Tier III,25.0,M A,Male,250000.0,Agriculture,Single,Indian,Salaried,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-10-24,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,500000.0,West,1
20019850,0.7699,Purulia Town-Ranchi Road,N,7144.0,63.0,Y,25.05931,4458385.0,HDFC BANK,Dhanbad,Dhanbad - Shastri Nagar,Tier II,38.0,H S C,Male,300000.0,Business,Married,Indian,Self employed/ Business,Non Par,HDFC BANK,DD,Protection,Annual,HDFCLife Click 2 Protect 3D Plus,2018-01-19,1,Resident Indian,17.0,1,N,Jharkhand,HDFC BANK,3500000.0,East,1
20603525,91.84,Thane - Dev Corpora Branch,N,25000.0,34.0,N,27.54821,500000.0,HDFC BANK,kalyan - dombivli,Thane - Kapurbaudi,Tier III,34.0,Under Matric (Class l to lX),Male,400000.0,Travel And Tour,Married,Indian,Salaried,UL,HDFC BANK,Online Netbanking,Investment,Annual,HDFC Life ProGrowth Plus,2018-03-08,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,500000.0,West,0
20986196,62.49,Kanpur - Swaroop Nagar,N,400000.0,41.0,N,24.4898,5642388.0,HDFC BANK,lucknow,Lucknow - Hazratganj,Tier II,54.0,Post Graduation,Male,6000000.0,Courier And Despatch,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life Click2Invest - ULIP,2018-12-21,0,Resident Indian,10.0,0,N,Uttar Pradesh,HDFC BANK,4000000.0,North 2,1
20762027,39.48,Delhi - Nehru Place,N,100000.0,32.0,N,24.6181,2000000.0,Ex-HDFC,bahadurgarh,Delhi - Paschim Vihar,Tier III,32.0,MBA,Male,800000.0,Government Sector,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-09-28,0,Resident Indian,15.0,1,N,Haryana,HDFC Sales,4000000.0,North 1,1
20395393,36.07,Ahmedabad Vastrapur Branch,N,28708.0,28.0,Y,24.09297,209731.0,Brokers & Small CA,ghaziabad,Ahmedabad - Vastrapur,Tier II,42.0,S S C,Male,300000.0,Business,Married,Indian,Self employed/ Business,Par,S.B.Insurance Brokers Pvt.Ltd,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-05-18,0,Resident Indian,20.0,0,N,Uttar Pradesh,Brokers,209731.0,West,1
20144167,0,Surendranagar Branch,N,30436.0,30.0,Y,26.37024000000001,15000000.0,HDFC BANK,Botad,Bhavnagar - Patni Plaza,Tier III,41.0,Diploma in Pharmacy,Male,3360000.0,Pharmaceutical,Married,Indian,Self employed/ Business,Non Par,HDFC BANK,Cheque,Protection,Annual,HDFCLife Click 2 Protect 3D Plus,2018-01-03,1,Resident Indian,35.0,0,N,Gujarat,HDFC BANK,10000000.0,West,1
20620222,62.45,Varanasi - Arihant Complex,N,38051.0,168.0,Y,24.22145,951945.0,Brokers & Small CA,kanpur nagar,Varanasi - Arihant Complex,Tier III,57.0,B A,Male,240000.0,Retired,Married,Indian,Others,Par,Bajaj Capital Insurance Brokin,Online Credit/Debit Card/Teles Sales,Savings,Annual,HDFC Life Super Income Plan,2018-08-08,0,Resident Indian,16.0,1,N,Uttar Pradesh,Brokers,307981.0,North 2,1
20080667,1,Mumbai - Dadar West,N,76229.0,42.0,Y,23.03005,17000000.0,HDFC BANK,Mumbai,Mumbai - Deonar,Tier I,52.0,M D,Male,6700000.0,Dental,Married,Indian,Self employed/ Business,Non Par,HDFC BANK,Cheque,Protection,Annual,HDFCLife Click 2 Protect 3D Plus,2018-12-02,1,Resident Indian,23.0,1,N,Maharashtra,HDFC BANK,31000000.0,West,1
20616488,85.58,Sonepat - Vardhaman Plaza,N,25000.0,31.0,Y,21.90758,250000.0,HDFC BANK,gohana,Sonepat - Vardhaman Plaza,Tier III,36.0,H S C,Female,400000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-02-08,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,500000.0,North 1,1
20971411,25.87,Delhi - Mayur Vihar,N,28708.0,24.0,N,22.49135,162412.0,Brokers & Small CA,gurgaon,Delhi - Mayur Vihar,Tier II,51.0,Graduation,Male,350000.0,Service,Married,Indian,Self employed/ Business,Par,Mercury Insurance Brokers Pvt.,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-10-12,0,Resident Indian,16.0,0,N,Haryana,Brokers,162412.0,North 1,1
20753154,72.05,Bareilly - Chopla Road,N,50000.0,20.0,N,22.20633,500000.0,HDFC BANK,sandila,Bareilly - Chopla Road,Tier III,48.0,Under Matric (Class l to lX),Male,700000.0,Cement,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-09-24,0,Resident Indian,10.0,0,N,Uttar Pradesh,HDFC BANK,500000.0,North 2,0
20181640,0.8849,Kolkatta - Garia,N,50000.0,30.0,Y,23.04002,460575.0,HDFC BANK,Kolkata,Kolkatta - Garia,Tier I,51.0,B E,Male,4000000.0,Accounts,Married,Indian,Salaried,Par,HDFC BANK,DD,Savings,Annual,HDFC Life Super Income Plan,2018-03-14,0,Resident Indian,24.0,0,N,West Bengal,HDFC BANK,460575.0,East,1
20733799,84.66,Nangal - Spoke,N,50000.0,15.0,Y,22.89282,500000.0,HDFC BANK,ropar,Nangal - Spoke,Tier III,42.0,M A,Female,300000.0,Education,Married,Indian,Salaried,UL,HDFC BANK,Online Netbanking,Investment,Annual,HDFC Life ProGrowth Plus,2018-09-19,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,500000.0,North 1,1
21092413,63.84,Jalgaon - Patel Plaza,N,30000.0,27.0,Y,24.4898,1200000.0,Ex-HDFC,amalner,Jalgaon - Patel Plaza,Tier III,30.0,LLB,Male,500000.0,Legal And Justice,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,Online Netbanking,Investment,Halfyearly Premium,HDFC SL ProGrowth - Flexi,2019-01-17,0,Resident Indian,20.0,1,N,Maharashtra,HDFC Sales,2400000.0,West,1
20722259,76.89,Bhuj - RTO Circle,N,200000.0,44.0,Y,25.86451,1400000.0,HDFC BANK,bhuj,Bhuj - Rto Circle,Tier III,54.0,B Com,Male,1500000.0,Army,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-09-15,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,1400000.0,West,1
19972365,0.8216,Jaipur-Tonk Road,N,30000.0,37.0,N,22.72044,500000.0,Ex-HDFC,Jaipur,Jaipur-Tonk Road,Tier II,39.0,S S C,Male,480000.0,Grocery,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-08-01,0,Resident Indian,15.0,1,N,Rajasthan,HDFC Sales,1000000.0,North 2,1
20497695,25.61,Mumbai - Borivali,N,28704.0,24.0,Y,24.4646,120502.0,Brokers & Small CA,kolkata,Mumbai - Bkc,Tier I,54.0,S S C,Male,150000.0,Business,Married,Indian,Self employed/ Business,Par,Dealmoney Securities Private L,Cheque,Savings,Monthly Premium,HDFC Life ClassicAssure Plus,2018-06-27,0,Resident Indian,10.0,1,N,West Bengal,Small CA,120503.0,West,1
20497134,61.73,Vadodara - Kalaghoda,N,15000.0,27.0,Y,17.71542,150000.0,HDFC BANK,halol,Vadodara - Karelibaug,Tier III,26.0,CA,Male,1000000.0,Accounts,Single,Indian,Salaried,UL,HDFC BANK,Online Netbanking,Investment,Annual,HDFC SL ProGrowth Super II,2018-06-20,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,300000.0,West,1
20799561,70.84,Tezpur - Kunj Bhawan,N,25000.0,31.0,N,23.18339,175000.0,HDFC BANK,biswanath chairali,North Lakhimpur,Tier III,49.0,B A,Male,600000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-04-10,0,Resident Indian,10.0,1,N,Assam,HDFC BANK,350000.0,East,0
20674926,100,Chennai - T Nagar,N,100000.0,19.0,Y,22.72044,586820.0,Brokers & Small CA,hosur,Chennai - T. Nagar,Tier III,45.0,B Sc,Male,1400000.0,Logistics,Married,Indian,Salaried,Par,Probus Insurance Broker Privat,Online Credit/Debit Card/Teles Sales,Savings,Annual,HDFC Life Super Income Plan,2018-08-29,0,Resident Indian,16.0,0,N,Tamil Nadu,Brokers,586820.0,South 1,0
20649623,56.42,Delhi - Paschim Vihar,N,30000.0,17.0,Y,24.4898,300000.0,HDFC BANK,new delhi,Delhi - Paschim Vihar,Tier I,31.0,MBA,Male,500000.0,Tourism,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Monthly Premium,HDFC Life ProGrowth Plus,2018-08-19,0,Resident Indian,10.0,1,N,Delhi,HDFC BANK,600000.0,North 1,1
20034228,0.5969,Agra - Sanjay Place,N,50000.0,27.0,N,26.57313,1000000.0,HDFC BANK,Aligarh,Aligarh - Marris Road,Tier III,36.0,B A,Male,400000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-01-29,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,2000000.0,North 2,0
20658730,100.0,Rajkot - Rajkumar College,N,15000.0,13.0,Y,20.93664,150000.0,HDFC BANK,rajkot,Rajkot - Rajkumar College,Tier II,35.0,B A,Male,500000.0,Trading,Single,Indian,Others,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-08-16,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,300000.0,West,1
20459699,88.46,Pathankot - Dalhousie Road,N,143541.0,32.0,N,27.1809,1138518.0,HDFC BANK,amritsar,Amritsar - Mall Road,Tier II,54.0,B A,Female,650000.0,Health,Married,Indian,Salaried,Par,HDFC BANK,DD,Savings,Annual,HDFC Life ClassicAssure Plus,2018-06-13,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,638519.0,North 1,1
20051179,0.8585,Chandigarh - Sec 43,N,50000.0,35.0,Y,25.78125,500000.0,HDFC BANK,Chandigarh,Chandigarh - Sec 43,Tier II,32.0,MBA,Female,450000.0,Clothes,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-02,0,Resident Indian,10.0,1,N,Chandigarh,HDFC BANK,1000000.0,North 1,1
20498674,86.84,Mumbai - Kalyan,N,250000.0,21.0,Y,22.31328,7500000.0,Ex-HDFC,thane,Mumbai - Kalyan,Tier I,43.0,MCA,Female,1300000.0,Stock Broking,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-06-27,0,Resident Indian,17.0,1,N,Maharashtra,HDFC Sales,15000000.0,West,1
20756626,88.63,Vapi - Daman Road,N,24000.0,20.0,Y,23.72281,850000.0,Ex-HDFC,vapi,Vapi - Daman Road,Tier III,31.0,H S C,Male,450000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-09-25,0,Resident Indian,15.0,1,N,Gujarat,HDFC Sales,1700000.0,West,1
20739425,92.27,Chennai - T Nagar,N,360000.0,42.0,Y,20.81165,3600000.0,Brokers & Small CA,chennai,Chennai - T. Nagar,Tier I,19.0,Others,Female,1500000.0,Media,Single,Indian,Self employed/ Business,UL,Integrated Insurance Broking S,Cheque,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-09-21,0,Resident Indian,10.0,0,N,Tamil Nadu,Brokers,3600000.0,South 1,1
20487825,78.17,Jalgaon - Patel Plaza,N,6487.0,28.0,Y,22.72044,5000000.0,Ex-HDFC,nashik,Nasik - City Plaza,Tier II,30.0,MBA,Male,262000.0,Sales,Married,Indian,Salaried,Non Par,HDFC Sales Private Limited,Online-Bill,Protection,Annual,HDFC Life Click 2 Protect 3D+,2018-06-25,1,Resident Indian,40.0,1,N,Maharashtra,HDFC Sales,5000000.0,West,1
20862480,100.0,Mumbai - Borivali,N,60000.0,9.0,Y,25.24934,432526.0,HDFC BANK,mumbai,Mumbai - Goregaon Branch,Tier I,47.0,Ph.D.,Male,10000000.0,Engineering,Married,Indian,Others,Par,HDFC BANK,"ECS,SI",Savings,Annual,HDFC Life Super Income Plan,2018-06-11,0,Resident Indian,20.0,0,N,Maharashtra,HDFC BANK,432526.0,West,1
